"id","response.chinaCurrency","response.trumpBudget","response.berinskyACA","response.nyhanReifler","response.hksVitaminC","response.hksBioWeapon","response.hksHandWash","response.hksUSCreated","response.demNormsAccept","response.demNormsViol","response.forBornUS","response.forBornCanada","Q47","Q48","Q49","response.olivIraq","response.oliv911","response.olivObama","response.olivContrails","response.olivSoros","Q53.2","lucid_rid","lucid_age","lucid_gender","lucid_hhi","lucid_race","lucid_hispanic","lucid_education","lucid_political_party","lucid_region","lucid_zip","lucid_dma","lucid_state","isRandomized","berinskyACA","nyhanReifler","hksVitaminC","hksBioWeapon","hksHandWash","hksUSCreated","chinaCurrency","trumpBudget","olivIraq","oliv911","olivObama","olivContrails","olivSoros","demNormsAccept","demNormsViol","forBornUS","forBornCanada","shirker.allcGent","shirker.oliv","allcGentz.Beyonce.rally","allcGentz.Clinton.arms","allcGentz.Clinton.deplorables","allcGentz.Clinton.stumbled","allcGentz.FBI.Clinton.charges","allcGentz.FBI.agent","allcGentz.FBI.director","allcGentz.Ireland.asylum","allcGentz.Pence.vulgar","allcGentz.Pope.endorse","allcGentz.RuPaul","allcGentz.Trump.concede","response.allcGentz.Beyonce.rally","response.allcGentz.Clinton.arms","response.allcGentz.Clinton.deplorables","response.allcGentz.Clinton.stumbled","response.allcGentz.FBI.Clinton.charges","response.allcGentz.FBI.agent","response.allcGentz.FBI.director","response.allcGentz.Ireland.asylum","response.allcGentz.Pence.vulgar","response.allcGentz.Pope.endorse","response.allcGentz.RuPaul","response.allcGentz.Trump.concede","recode.chinaCurrency","recode.trumpBudget","recode.berinskyACA","recode.nyhanReifler","recode.hksVitaminC","recode.hksBioWeapon","recode.hksHandWash","recode.hksUSCreated","recode.demNormsAccept","recode.demNormsViol","recode.forBornUS","recode.forBornCanada","recode.olivIraq","recode.oliv911","recode.olivObama","recode.olivContrails","recode.olivSoros","recode.allcGentz.Beyonce.rally","recode.allcGentz.Clinton.arms","recode.allcGentz.Clinton.deplorables","recode.allcGentz.Clinton.stumbled","recode.allcGentz.FBI.Clinton.charges","recode.allcGentz.FBI.agent","recode.allcGentz.FBI.director","recode.allcGentz.Ireland.asylum","recode.allcGentz.Pence.vulgar","recode.allcGentz.Pope.endorse","recode.allcGentz.RuPaul","recode.allcGentz.Trump.concede","education","age","vconservative","party","vliberal","numeracy","wgt"
11,50,49.9,"Not sure","Neither agree nor disagree","Definitely true","Probably false","Definitely false","Definitely false","Strongly agree","Somewhat agree",50.9,44,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Neither agree nor disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Vote for the Democrat Joe Biden","5fe0e6b5-6c11-bdb2-3f9d-fbb41be5816f","24","2","-3105","1","1","4","1","1","05401","523","46","1","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed",TRUE,FALSE,"Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure",50,49.9,"Not sure","Neither agree nor disagree","Definitely false","Probably false","Definitely false","Definitely false","Strongly agree","Somewhat disagree",49.1,56,"Neither agree nor disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure",4,24,0,"Democrat",0,0,0.454844440982363
12,99.9,99.9,"True","Strongly agree","Definitely false","Definitely true","Definitely false","Definitely true","Strongly agree","Strongly agree",100,25.5,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","Abroad","Chemicals distributed by government agents","Agree","Strongly agree","Agree","Agree","Neither agree nor disagree","Vote for the Democrat Joe Biden","5fe0e6d3-cb71-a348-a7ae-f32d44913676","30","1","12","15","2","7","1","3","33186","528","10","1","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","","Yes, true","","","","","","","","","","",0.0999999999999943,99.9,"True","Strongly agree","Definitely false","Definitely false","Definitely true","Definitely false","Strongly disagree","Strongly disagree",100,25.5,"Disagree","Strongly agree","Agree","Agree","Neither agree nor disagree","","Yes, true","","","","","","","","","","",7,30,0,"Democrat",1,2,0.829224014640894
13,50.9,81,"Not sure","Neither agree nor disagree","Definitely true","Definitely false","Probably true","Definitely true","Strongly disagree","Strongly agree",65.8,27.8,"Established “death panels” which have the authority to determine whether or not a gravely ill or injured person should receive health care based on their “level of productivity in society.”","Abroad","Water vapor from the jet exhaust mixing with cold air outside the plane","Neither agree nor disagree","","","","","Vote for the Republican Donald Trump","5fe0e63a-0428-e7cf-9012-c8c2e8779f3c","33","2","5","1","1","6","2","3","30813","520","11","1","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","","","","","Yes, true","","","","","","","",50.9,81,"Not sure","Neither agree nor disagree","Definitely false","Definitely true","Probably true","Definitely false","Strongly agree","Strongly disagree",65.8,27.8,"Neither agree nor disagree","","","","","","","","","No, false","","","","","","","",6,33,0,"Republican",0,0,0.697625211881609
14,50,61.6,"True","Disagree","Definitely false","Definitely true","Definitely true","Definitely true","Somewhat agree","Strongly disagree",76.3,64.5,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Agree","","","","","Vote for the Democrat Joe Biden","5fe0e668-480a-a4bb-8ca3-6b54b817f874","70","2","21","1","1","6","1","2","46217","527","15","1","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Not sure","No, false","Yes, true","Yes, true","Not sure","No, false","Yes, true","No, false","Yes, true","Not sure","Not sure","Yes, true",50,61.6,"False","Disagree","Definitely false","Definitely false","Definitely false","Definitely false","Somewhat agree","Strongly disagree",23.7,35.5,"Disagree","","","","","Not sure","No, false","Yes, true","Yes, true","Not sure","No, false","No, false","No, false","No, false","Not sure","Not sure","Yes, true",6,70,0,"Democrat",0,1,0.561994574124504
15,72.9,64.8,"True","Neither agree nor disagree","Definitely true","Definitely false","Definitely false","Definitely false","Slightly disagree","Slightly agree",70.4,74.7,"Established “death panels” which have the authority to determine whether or not a gravely ill or injured person should receive health care based on their “level of productivity in society.”","Abroad","Water vapor from the jet exhaust mixing with cold air outside the plane","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Not vote in the presidential election","5fe0e619-c37b-acc9-7edc-c0fccf07e3bc","70","2","1","1","1","2","1","3","24882","559","49","1","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed",FALSE,TRUE,"Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","","","","Yes, true","","","","","","","","",27.1,64.8,"True","Neither agree nor disagree","Definitely false","Definitely true","Definitely false","Definitely false","Slightly disagree","Slightly disagree",29.6,25.3,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","","","","Yes, true","","","","","","","","",2,70,1,"Republican",0,0,1.31422437374394
16,73.1,76.4,"True","Strongly agree","Probably true","Probably true","Probably false","Probably false","Strongly disagree","Strongly disagree",46.5,62.5,"Established “death panels” which have the authority to determine whether or not a gravely ill or injured person should receive health care based on their “level of productivity in society.”","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Disagree","","","","","Vote for the Democrat Joe Biden","5fe0e733-b822-1709-e337-ea5592e09b32","32","2","3","15","1","6","1","2","44102","510","36","1","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Not sure","","Yes, true","","","","","","","No, false","","Yes, true",73.1,23.6,"False","Strongly agree","Probably false","Probably true","Probably true","Probably false","Strongly agree","Strongly agree",46.5,62.5,"Disagree","","","","","Not sure","","No, false","","","","","","","No, false","","Yes, true",6,32,0,"Democrat",0,0,0.390393297490073
17,52.3,99.9,"True","Strongly agree","Definitely true","Definitely false","Definitely false","Definitely true","Strongly agree","Strongly disagree",8.7,37.7,"Prohibited insurers to deny coverage to those with pre-existing conditions.","Abroad","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Vote for the Republican Donald Trump","5fe0e721-371f-92e2-12ee-865fa079b5d1","43","1","3","2","2","4","2","3","27379","518","34","1","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","No, false","No, false","No, false","No, false","Yes, true","Yes, true","Yes, true","Not sure","Not sure","No, false","No, false","Yes, true",52.3,99.9,"True","Strongly disagree","Definitely false","Definitely true","Definitely false","Definitely false","Strongly agree","Strongly disagree",8.7,37.7,"Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Yes, true","Yes, true","Yes, true","Yes, true","No, false","Yes, true","No, false","Not sure","Not sure","No, false","No, false","No, false",4,43,1,"Republican",0,0,2.07099305322106
18,50,50,"True","Strongly disagree","Definitely false","Definitely true","Definitely false","Definitely false","Strongly agree","Strongly agree",25.1,23.4,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Agree","Neither agree nor disagree","Strongly agree","Strongly agree","Strongly disagree","Vote for the Democrat Joe Biden","5fe0e7ae-9c1d-fade-2eb7-3e84579cbda1","34","1","4","1","1","6","1","4","95678","862","5","1","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed",NA,"Neg keyed",NA,NA,NA,"Not sure","Not sure","Yes, true","Not sure","No, false","Yes, true","Yes, true",NA,"Yes, true",NA,NA,NA,50,50,"False","Strongly disagree","Definitely false","Definitely false","Definitely false","Definitely false","Strongly agree","Strongly disagree",25.1,23.4,"Disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly disagree","Not sure","Not sure","Yes, true","Not sure","No, false","No, false","Yes, true",NA,"No, false",NA,NA,NA,6,34,0,"Independent",0,2,0.824062531779561
19,50,76.1,"Not sure","Agree","Definitely true","Definitely true","Definitely false","Definitely false","Strongly agree","Strongly disagree",74.8,92,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Vote for the Democrat Joe Biden","5fe0e68b-5bd8-e7e9-0b43-57a9df196aaf","73","2","-3105","1","1","8","3","4","85203","753","3","1","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Yes, true","Yes, true","Yes, true","Not sure","Yes, true","No, false","Not sure","Not sure","No, false","No, false","Not sure","No, false",50,23.9,"Not sure","Disagree","Definitely false","Definitely false","Definitely false","Definitely false","Strongly agree","Strongly disagree",25.2,8,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Yes, true","No, false","Yes, true","Not sure","No, false","No, false","Not sure","Not sure","No, false","No, false","Not sure","Yes, true",8,73,0,"Independent",0,0,0.724833266434345
20,50,15.6,"False","Strongly disagree","Definitely true","Not sure","Definitely true","Not sure","Somewhat agree","Slightly disagree",50.9,75.6,"Established “death panels” which have the authority to determine whether or not a gravely ill or injured person should receive health care based on their “level of productivity in society.”","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Neither agree nor disagree","Strongly agree","Disagree","Agree","Neither agree nor disagree","Not vote in the presidential election","5fe0e70c-c3f7-0129-472b-d99d9f198a4d","25","2","4","1","1","4","3","1","12180","532","33","1","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","","","","","","","","","","","Yes, true","",50,15.6,"False","Strongly agree","Definitely false","Not sure","Definitely true","Not sure","Somewhat disagree","Slightly disagree",50.9,75.6,"Neither agree nor disagree","Strongly disagree","Disagree","Agree","Neither agree nor disagree","","","","","","","","","","","Yes, true","",4,25,0,"Democrat",0,0,1.26155319027175
21,30,99.9,"Not sure","Neither agree nor disagree","Definitely true","Not sure","Not sure","Probably false","Strongly agree","Strongly disagree",25.4,28.4,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","In the United States","Chemicals distributed by government agents","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Vote for the Democrat Joe Biden","5fe0e6b3-07de-aae2-5a7f-4f4009dbe85b","50","1","1","2","1","2","1","1","10457","501","33","1","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed",FALSE,TRUE,"Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Yes, true",70,0.0999999999999943,"Not sure","Neither agree nor disagree","Definitely false","Not sure","Not sure","Probably true","Strongly agree","Strongly disagree",25.4,28.4,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Yes, true",2,50,0,"Democrat",0,0,1.03021104371527
22,99.9,88.5,"True","Strongly agree","Definitely true","Probably false","Definitely true","Probably true","Strongly agree","Slightly agree",97.9,76.7,"Established “death panels” which have the authority to determine whether or not a gravely ill or injured person should receive health care based on their “level of productivity in society.”","Abroad","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Vote for the Democrat Joe Biden","5fe0e74c-75c7-21d7-5b7b-b0719f0d6efe","30","2","1","4","1","6","1","3","36116","698","1","1","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Yes, true","Yes, true","Not sure","Yes, true","Yes, true","Yes, true","Yes, true","Yes, true","Yes, true","Yes, true","Yes, true","Yes, true",0.0999999999999943,11.5,"True","Strongly agree","Definitely false","Probably false","Definitely true","Probably false","Strongly disagree","Slightly disagree",97.9,76.7,"Strongly disagree","Strongly disagree","Agree","Strongly agree","Strongly agree","No, false","No, false","Not sure","No, false","Yes, true","No, false","No, false","No, false","No, false","No, false","No, false","Yes, true",6,30,0,"Democrat",0,0,0.357843324247791
23,51.9,82,"True","Strongly disagree","Definitely true","Definitely true","Definitely true","Definitely true","Strongly agree","Strongly agree",80.9,90.1,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Vote for the Democrat Joe Biden","5fe0e638-9c16-5b3a-86d7-832e0b8dd786","63","2","13","1","1","6","1","4","91377","803","5","1","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Yes, true","","","","","","","","","","","",48.1,82,"False","Strongly disagree","Definitely false","Definitely false","Definitely false","Definitely false","Strongly agree","Strongly disagree",19.1,9.90000000000001,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Yes, true","","","","","","","","","","","",6,63,0,"Democrat",1,1,0.832061691423535
24,99.9,99.9,"False","Strongly disagree","Definitely true","Definitely false","Definitely false","Definitely false","Strongly disagree","Strongly disagree",3,8.9,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Vote for the Democrat Joe Biden","5fe0e7ef-4465-52a1-5287-e148fdd9ec85","45","1","3","1","1","6","1","3","40204","529","18","1","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Not sure","Yes, true","Yes, true","Not sure","Not sure","Not sure","Not sure","Not sure","No, false","Yes, true","Not sure","Not sure",99.9,99.9,"False","Strongly disagree","Definitely false","Definitely false","Definitely false","Definitely false","Strongly agree","Strongly disagree",3,8.9,"Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Not sure","No, false","Yes, true","Not sure","Not sure","Not sure","Not sure","Not sure","No, false","No, false","Not sure","Not sure",6,45,0,"Independent",1,0,0.747484873742735
25,86.1,70.7,"True","Strongly agree","Definitely true","Probably true","Probably true","Definitely true","Strongly agree","Slightly agree",100,96.1,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","In the United States","Chemicals distributed by government agents","Neither agree nor disagree","Disagree","Agree","Disagree","Disagree","Vote for the Republican Donald Trump","5fe0e886-f82a-ed95-544d-4f7af4f3ac58","40","2","4","1","1","2","2","3","23308","544","47","1","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Not sure","Not sure","Not sure","Yes, true","Yes, true","Not sure","Yes, true","Yes, true","Not sure","Yes, true","Yes, true","Yes, true",13.9,29.3,"False","Strongly agree","Definitely true","Probably true","Probably true","Definitely false","Strongly disagree","Slightly disagree",0,3.90000000000001,"Neither agree nor disagree","Disagree","Agree","Agree","Disagree","Not sure","Not sure","Not sure","No, false","No, false","Not sure","Yes, true","No, false","Not sure","No, false","No, false","Yes, true",2,40,1,"Republican",0,2,0.683941849031096
26,59.7,19.9,"Not sure","Strongly agree","Definitely false","Definitely false","Probably true","Definitely false","Slightly agree","Somewhat agree",48.3,91.7,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Vote for the Republican Donald Trump","5fe0e804-a43f-f217-d470-0314b2b15c13","23","2","1","1","1","6","2","1","16057","508","39","1","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","No, false","Yes, true","Yes, true","Yes, true","Yes, true","Yes, true","Not sure","No, false","No, false","No, false","Not sure","Not sure",59.7,19.9,"Not sure","Strongly agree","Definitely false","Definitely true","Probably false","Definitely false","Slightly disagree","Somewhat agree",51.7,8.3,"Strongly disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Yes, true","Yes, true","Yes, true","Yes, true","No, false","Yes, true","Not sure","Yes, true","No, false","Yes, true","Not sure","Not sure",6,23,0,"Independent",0,0,0.676814415645079
27,50.8,99.9,"False","Neither agree nor disagree","Definitely true","Definitely true","Definitely true","Definitely true","Strongly disagree","Strongly agree",20.2,21,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Vote for the Democrat Joe Biden","5fe0e70e-a69e-a3fb-8980-6e2558c6b3d9","53","2","18","1","1","4","1","3","30677","524","11","1","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Yes, true","No, false","Yes, true","Yes, true","Yes, true","Not sure","No, false","Not sure","No, false","No, false","No, false","Yes, true",50.8,99.9,"False","Neither agree nor disagree","Definitely false","Definitely false","Definitely false","Definitely false","Strongly agree","Strongly disagree",20.2,21,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Yes, true","No, false","Yes, true","No, false","No, false","Not sure","Yes, true","Not sure","Yes, true","No, false","Yes, true","Yes, true",4,53,0,"Democrat",1,3,0.59837456742152
28,99.4,88.4,"True","Agree","Definitely true","Probably true","Definitely true","Probably true","Strongly agree","Somewhat agree",95.4,87.1,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly agree","Agree","Agree","Agree","Agree","Vote for the Republican Donald Trump","5fe0e82f-3885-e8f4-cf85-969145a31009","40","1","7","1","1","6","1","1","16933","565","39","1","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Yes, true","Yes, true","Yes, true","Yes, true","Yes, true","Yes, true","Yes, true","Yes, true","Yes, true","Not sure","Yes, true","Yes, true",99.4,11.6,"True","Agree","Definitely false","Probably false","Definitely true","Probably false","Strongly disagree","Somewhat agree",4.59999999999999,12.9,"Strongly agree","Agree","Agree","Agree","Agree","Yes, true","No, false","Yes, true","No, false","No, false","No, false","Yes, true","No, false","Yes, true","Not sure","Yes, true","No, false",6,40,0,"Republican",0,1,0.901138905289622
29,67.6,33.2,"False","Neither agree nor disagree","Probably true","Probably true","Definitely true","Probably false","Somewhat agree","Strongly disagree",79.4,77.4,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","Abroad","Water vapor from the jet exhaust mixing with cold air outside the plane","Neither agree nor disagree","Disagree","Disagree","Strongly disagree","Neither agree nor disagree","Vote for the Republican Donald Trump","5fe0e890-845e-880c-abab-c1e38fd707f9","41","2","9","1","1","6","2","3","76049","623","44","1","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Not sure","No, false","Not sure","Yes, true","Yes, true","Yes, true","Yes, true","Not sure","No, false","Not sure","No, false","Not sure",32.4,33.2,"False","Neither agree nor disagree","Probably false","Probably false","Definitely false","Probably false","Somewhat disagree","Strongly disagree",20.6,22.6,"Neither agree nor disagree","Disagree","Agree","Strongly disagree","Neither agree nor disagree","Not sure","Yes, true","Not sure","No, false","No, false","No, false","Yes, true","Not sure","No, false","Not sure","No, false","Not sure",6,41,1,"Republican",0,0,0.683941849031096
